Trial,RunNumber,TrialOnset,CueType,CueOffset,FixationDuration,FixationOnset,Calibration,TargetOnset,ReactionTime,FeedbackOnset,FeedbackValue,TrialEnd,OriginalITI,ExcessTime,AdjustedITI,IsWin,EndITItime,EarlyHit,CumulativeBlockTotal,TriggerTimestamp,LeadInStart,LeadOut
90,2,530.521240075992,2,532.540358757949,3.5,532.555773592961,0.3,536.056565257953,0.232284630008508,537.079889795976,0,539.090294094989,6,0.0815289169549942,5.91847108304501,1,545.009498084954,0,31,264082.630216355,0.029716215969529,553.134650265973
91,3,5.00644861598266,9,7.01136777998181,4,7.02720938198036,0.3,11.0288865329931,0.262879084970336,12.045514479978,7,14.0614931999589,4,0.0585579200414941,3.94144207995851,1,18.0039269310073,0,7,266109.818230913,0.0273773619555868,NaN
92,3,18.0182465689722,2,20.02796991996,2.5,20.0437501900014,0.3,22.5451511639985,0.267310681985691,23.5621741589857,0,25.578627507959,6,0.0756341069936752,5.92436589300632,1,31.5039179729647,0,7,266109.818230913,0.0273773619555868,NaN
93,3,31.5153208259726,5,33.5277997530065,2.5,33.5434073289507,0.3,36.0505865519517,0.265084603975993,37.0624019120005,0,39.0769319799729,6,0.0739996519987471,5.92600034800125,1,45.003336478956,0,7,266109.818230913,0.0273773619555868,NaN
94,3,45.0134693809669,3,47.0275946479524,1.5,47.043347408995,0.28,48.549610549002,0.238675338972826,49.5612187869847,0,51.5775861609727,6,0.0746481430251151,5.92535185697488,1,57.5038250689977,0,7,266109.818230913,0.0273773619555868,NaN
95,3,57.5186261889758,10,59.5267139219795,4.5,59.5434710810077,0.26,64.0448236090015,0.230126076960005,65.0617807719973,9,67.0783468929585,6,0.0752887410344556,5.92471125896554,1,73.0039288839907,0,16,266109.818230913,0.0273773619555868,NaN
96,3,73.0195631170063,1,75.0271598069812,3,75.0429999949993,0.24,78.0517115819966,0.2784351669834,79.066994733992,-1,81.0774536529789,4,0.074501630035229,3.92549836996477,0,85.0029979699757,0,15,266109.818230913,0.0273773619555868,NaN
97,3,85.0143617699505,7,87.0269645559601,1.5,87.0427835540031,0.24,88.547037057986,0.366889726021327,89.5602173570078,0,91.577396765002,4,0.0744724880205467,3.92552751197945,0,95.5040145909879,0,15,266109.818230913,0.0273773619555868,NaN
98,3,95.5151713489904,6,97.5260302230017,4,97.5425534269889,0.24,101.545982230979,0.272319560986944,102.566204331,0,104.576491501008,2,0.0735642350045964,1.9264357649954,0,106.503539294994,0,15,266109.818230913,0.0273773619555868,NaN
99,3,106.51299442997,4,108.526374370966,2,108.542475665978,0.26,110.549300729996,0.276384878961835,111.564911880007,-7,113.576672889991,2,0.0737479410017841,1.92625205899822,0,115.50372350798,0,8,266109.818230913,0.0273773619555868,NaN
100,3,115.515008486982,8,117.526347140956,1.5,117.542474038957,0.28,119.04907723295,0.257650161976926,120.065105801972,5,122.077002570964,2,0.0740753730060533,1.92592462699395,1,124.003838228004,0,13,266109.818230913,0.0273773619555868,NaN
101,3,124.015385009989,3,126.026388590981,5,126.042179957964,0.28,131.043481091969,0.328526633034926,132.064645036007,-5,134.076293175982,4,0.0733657790115103,3.92663422098849,0,138.003771888965,0,8,266109.818230913,0.0273773619555868,NaN
102,3,138.013347041968,7,140.026703701005,3.5,140.042046993971,0.3,143.542351901997,0.32808327395469,144.560367607977,0,146.575787475973,6,0.0728608299978077,5.92713917000219,0,152.503918271977,0,8,266109.818230913,0.0273773619555868,NaN
103,3,152.515050110989,1,154.526013895986,2.5,154.541769120959,0.32,157.046570362989,0.759669901046436,158.066549638985,-1,160.076340220985,4,0.0734159310231917,3.92658406897681,0,164.003572504967,0,7,266109.818230913,0.0273773619555868,NaN
104,3,164.013438875962,9,166.025720784965,1,166.041689231002,0.34,167.049134888977,0.262171517999377,168.065018085006,7,170.076297661988,6,0.0733733160304837,5.92662668396952,1,176.003207199974,0,14,266109.818230913,0.0273773619555868,NaN
105,3,176.012774939998,8,178.025439015008,1.5,178.041555190983,0.34,179.542400014994,0.245421739004087,180.563294640975,5,182.575667677971,4,0.0727431690320373,3.92725683096796,1,186.504027682997,0,19,266109.818230913,0.0273773619555868,NaN
106,3,186.51507928397,4,188.526115766959,3,188.541441168985,0.34,191.546231026994,0.237439099990297,192.564324843988,0,194.575830096961,6,0.0729024070315063,5.92709759296849,1,200.504080876999,0,19,266109.818230913,0.0273773619555868,NaN
107,3,200.515090094006,10,202.526271206967,3,202.541198266961,0.34,205.547119627008,0.282797924010083,206.561737975979,9,208.575632775959,6,0.0727077210322022,5.9272922789678,1,214.503586449951,0,28,266109.818230913,0.0273773619555868,NaN
108,3,214.514625419979,5,216.525531464955,5,216.541050394997,0.34,221.543846668967,0.288774045999162,222.562341708981,0,224.575305621955,6,0.0723811140051112,5.92761888599489,1,230.503661068971,0,28,266109.818230913,0.0273773619555868,NaN
109,3,230.514530590968,6,232.524860132951,1.5,232.540875290986,0.34,234.046400194988,0.467412670026533,235.065880708979,0,237.074702603975,4,0.0717779530095868,3.92822204699041,0,241.003691308957,0,28,266109.818230913,0.0273773619555868,NaN
110,3,241.01318627398,2,243.024815755954,3.5,243.04066819296,0.36,246.549480505986,0.263141726027243,247.561418958008,0,249.574881998997,2,0.0719553140224889,1.92804468597751,1,251.504247635952,0,28,266109.818230913,0.0273773619555868,NaN
111,3,251.515329757007,6,253.525551497994,5,253.540572884958,0.36,258.543853724957,0.25816249102354,259.560944403987,1,261.574595907994,4,0.0716720719938166,3.92832792800618,1,265.503365166951,0,29,266109.818230913,0.0273773619555868,NaN
112,3,265.514121071959,10,267.52445154899,4.5,267.540366038971,0.34,272.04839728697,0.285922156006563,273.058993618994,9,275.073906268983,4,0.0709819970070384,3.92901800299296,1,279.003613450972,0,38,266109.818230913,0.0273773619555868,NaN
113,3,279.014534346992,5,281.02344559296,1,281.040358951956,0.32,282.042020246969,0.321457662968896,283.064501118963,-9,285.073552795977,6,0.0706256130360998,5.9293743869639,0,291.003341714968,0,29,266109.818230913,0.0273773619555868,NaN
114,3,291.01422228798,3,293.023370486975,3,293.039999509987,0.32,296.050300982955,0.225842590967659,297.065109435003,0,299.073811170005,2,0.0708837989950553,1.92911620100494,1,301.003851918969,0,29,266109.818230913,0.0273773619555868,NaN
115,3,301.014426238951,4,303.023852053971,5,303.039915837988,0.32,NaN,NaN,303.510433831951,-7,311.053215972963,2,0.050288716040086,1.94971128395991,0,313.003971176979,1,22,266109.818230913,0.0273773619555868,NaN
116,3,313.014882104006,1,315.024449279008,2.5,315.039885394974,0.32,317.543790764001,-1,318.557559974957,-1,320.57343006297,6,0.0705058050225489,5.92949419497745,0,326.503059126961,0,21,266109.818230913,0.0273773619555868,NaN
117,3,326.514653360995,9,328.523572983977,3.5,328.539520514954,0.34,332.046234118985,0.25020809401758,333.05937429599,7,335.072730546992,2,0.0698033760418184,1.93019662395818,1,337.003809780988,0,28,266109.818230913,0.0273773619555868,NaN
118,3,337.015035960998,8,339.024400818977,1,339.039380195958,0.34,340.047058109951,0.26692526001716,341.06392821396,5,343.073367833975,2,0.0704405510332435,1.92955944896676,1,345.003231399984,0,33,266109.818230913,0.0273773619555868,NaN
119,3,345.011924473976,7,347.023620867985,2.5,347.039089281985,0.34,349.543835922959,0.225238018028904,350.556888847961,3,352.572735991969,2,0.0698109440272674,1.93018905597273,1,354.503904042998,0,36,266109.818230913,0.0273773619555868,NaN
120,3,354.512463666964,2,356.524031192006,3.5,356.539157227962,0.32,360.039474496967,0.237964189960621,361.061516874994,0,363.073293877998,4,0.0703662490122952,3.9296337509877,1,367.003004530969,0,36,266109.818230913,0.0273773619555868,NaN
121,3,367.01316743897,6,369.024312964,2,369.038952509,0.3,371.04324815498,0.640757333021611,372.057170102955,0,374.073504331987,6,0.0705770300119184,5.92942296998808,0,380.004112035967,0,36,266109.818230913,0.0273773619555868,NaN
122,3,380.015299252991,8,382.022777150967,2,382.038781782961,0.32,384.041108387988,0.27098258404294,385.056863941951,5,387.072237855988,4,0.0693134969915263,3.93068650300847,1,391.003107947996,0,41,266109.818230913,0.0273773619555868,NaN
123,3,391.01422722399,9,393.022382764961,2,393.038641201972,0.32,395.03988676297,-1,396.06189559598,0,398.073317945993,2,0.0703907019924372,1.92960929800756,0,400.003430128971,0,41,266109.818230913,0.0273773619555868,NaN
124,3,400.014669953962,7,402.022524304979,4.5,402.038426751969,0.34,406.541028775973,0.223116047040094,407.555689361994,3,409.572183562967,2,0.069209948007483,1.93079005199252,1,411.503801976971,0,44,266109.818230913,0.0273773619555868,NaN
125,3,411.519731291977,10,413.539191771008,1,413.555101902981,0.34,414.560381206975,0.379252518003341,415.57572793297,0,417.588484764972,6,0.0855604769894853,5.91443952301051,0,423.503573870985,0,44,266109.818230913,0.0273773619555868,NaN
126,3,423.513040117978,3,425.522153444996,4,425.538202715979,0.36,429.538832332008,0.242100142000709,430.560797818005,0,432.571497511992,2,0.0685687230434269,1.93143127695657,1,434.50315804797,0,44,266109.818230913,0.0273773619555868,NaN
127,3,434.514109232987,5,436.522303325008,4,436.538000539003,0.34,440.53804399498,0.217765324050561,441.555811324972,0,443.57214067498,2,0.0692134330165572,1.93078656698344,1,445.503456943959,0,44,266109.818230913,0.0273773619555868,NaN
128,3,445.511020244972,4,447.522635270958,5,447.537913660984,0.32,452.545031080954,0.246733754000161,453.559576031985,0,455.571226957953,4,0.0683018970303237,3.93169810296968,1,459.502978337987,0,44,266109.818230913,0.0273773619555868,NaN
129,3,459.513064802974,2,461.522749644006,4.5,461.537756906007,0.3,466.038312610995,0.205448192020413,467.054749893956,0,469.071100179979,4,0.0681749840150587,3.93182501598494,1,473.003327129991,0,44,266109.818230913,0.0273773619555868,NaN
130,3,473.01450770098,1,475.024574918963,1,475.037606359983,0.28,476.041294785973,0.364282622002065,477.055200304952,-1,479.07130700798,4,0.0683795480290428,3.93162045197096,0,483.003733884951,0,43,266109.818230913,0.0273773619555868,NaN
131,3,483.014672338963,2,485.020818359975,3.5,485.037417388987,0.3,488.540712022979,0.380438992986456,489.562090941006,-3,491.571776847006,2,0.0688492709887214,1.93115072901128,0,493.504016414983,0,40,266109.818230913,0.0273773619555868,NaN
132,3,493.515058994002,10,495.522761570988,2,495.537333171989,0.32,497.542276786,0.415186189988162,498.559410840971,0,500.571578071977,6,0.0686507730279118,5.93134922697209,0,506.503005827952,0,40,266109.818230913,0.0273773619555868,NaN
133,3,506.513400159951,7,508.521226322977,3,508.537201972969,0.34,511.539585218008,0.225116949994117,512.555361645005,3,514.570890944975,6,0.0679665800416842,5.93203341995832,1,520.504016775987,0,43,266109.818230913,0.0273773619555868,NaN
134,3,520.515074931958,9,522.521622829954,4,522.536963566963,0.34,526.542453090951,0.19541434495477,527.554845787992,7,529.570815899002,2,0.0678873900324106,1.93211260996759,1,531.503769760951,0,50,266109.818230913,0.0273773619555868,NaN
135,3,531.513317476958,1,533.521560997993,4.5,533.536751715001,0.34,538.043713719002,0.238578799995594,539.061884969997,0,541.070524040959,4,0.0675989399896935,3.93240106001031,1,545.004252090002,0,50,266109.818230913,0.0273773619555868,553.130314998969
136,4,5.00474967999617,6,7.02395353396423,4.5,7.0402446250082,0.34,11.5418759759632,0.255708998010959,12.5616406569607,1,14.5741839839611,4,0.0730684339650907,3.92693156603491,1,18.5020628309576,0,1,266748.867325187,0.0234629070037045,NaN
137,4,18.5134151289822,5,20.5241807599668,4.5,20.5397576169926,0.34,25.0443545909948,0.213601231982466,26.0588253659662,0,28.0738474569516,6,0.072851623990573,5.92714837600943,1,34.0010666929884,0,1,266748.867325187,0.0234629070037045,NaN
138,4,34.0122525679762,8,36.0231245169998,1,36.0395929589868,0.34,37.0480307589751,0.343248461023904,38.0629377909936,0,40.0734497919912,4,0.0724549739970826,3.92754502600292,0,44.0016924240044,0,1,266748.867325187,0.0234629070037045,NaN
139,4,44.0124683789909,3,46.0242443769821,3,46.0393361909664,0.34,49.0432996199816,0.315116370038595,50.0620417899918,0,52.0738556539873,4,0.0728578540147282,3.92714214598527,1,56.0011499249958,0,1,266748.867325187,0.0234629070037045,NaN
140,4,56.012194179988,4,58.0236833979725,3,58.0392448199564,0.32,61.0431465869769,0.303649189008866,62.0599863919779,0,64.0732735909987,6,0.0722785749821924,5.92772142501781,1,70.0018079159781,0,1,266748.867325187,0.0234629070037045,NaN
141,4,70.0114393859985,10,72.0236452780082,4,72.0391072799684,0.3,76.0404150089598,0.239590323006269,77.0564306969754,9,79.0730637380038,2,0.0720659589860588,1.92793404101394,1,81.001488038979,0,10,266748.867325187,0.0234629070037045,NaN
142,4,81.0108173229964,5,83.0230509839603,4,83.038943291991,0.28,87.0427239550045,0.229971043998376,88.0581308649853,0,90.0727378539741,6,0.0717422079760581,5.92825779202394,1,96.0013887099922,0,10,266748.867325187,0.0234629070037045,NaN
143,4,96.0124252069509,6,98.0237527569989,2.5,98.0387129689916,0.26,100.543038319971,0.238394009007607,101.55994052696,1,103.572630167007,6,0.0716322949738242,5.92836770502618,1,109.501449299976,0,11,266748.867325187,0.0234629070037045,NaN
144,4,109.512561862008,3,111.523110420967,2,111.538595474965,0.24,113.541371673986,0.386576029006392,114.563576684974,-5,116.572240574984,4,0.071244710998144,3.92875528900186,0,120.501966023003,0,6,266748.867325187,0.0234629070037045,NaN
145,4,120.513015292992,2,122.522745781986,1.5,122.538487604994,0.24,124.046546639991,0.269069141999353,125.062564543972,-3,127.072204254975,6,0.0712093499605544,5.92879065003945,0,133.001257770986,0,3,266748.867325187,0.0234629070037045,NaN
146,4,133.012371007993,4,135.022937408998,2,135.038467543956,0.24,137.038901412976,0.260257610003464,138.06105031498,-7,140.07213385799,4,0.0711383699672297,3.92886163003277,0,144.001572976995,0,-4,266748.867325187,0.0234629070037045,NaN
147,4,144.011992849002,9,146.022412364953,4,146.038094703981,0.26,150.043497091974,0.210541851993185,151.055836847983,7,153.072216790984,4,0.0712188869947568,3.92878111300524,1,157.001641510986,0,3,266748.867325187,0.0234629070037045,NaN
148,4,157.01256937196,1,159.022323623009,1,159.037977324973,0.26,160.038825857977,0.289088231045753,161.057622857974,-1,163.07187713997,4,0.070879120961763,3.92912087903824,0,167.001412589976,0,2,266748.867325187,0.0234629070037045,NaN
149,4,167.012456521974,7,169.021830538986,4,169.03784444998,0.28,173.043281410006,0.222240802017041,174.054797707999,3,176.072042046988,4,0.0710471100173891,3.92895288998261,1,180.002205031982,0,5,266748.867325187,0.0234629070037045,NaN
150,4,180.012972935976,8,182.021802111994,3,182.037627851008,0.28,185.046704762965,0.290669779002201,186.055760674994,0,188.071917300986,6,0.0709193499642424,5.92908065003576,0,194.002344770997,0,5,266748.867325187,0.0234629070037045,NaN
151,4,194.013838153973,4,196.021583564987,2.5,196.037420402979,0.3,198.539818283985,0.206109185004607,199.556349058985,0,201.571008611005,4,0.0700135809602216,3.92998641903978,1,205.501104436989,0,5,266748.867325187,0.0234629070037045,NaN
152,4,205.512084997958,5,207.520405869989,1.5,207.537271276,0.3,209.045409724989,0.240290253947023,210.057939938968,0,212.071477624995,4,0.0704795619822107,3.92952043801779,1,216.001182420994,0,5,266748.867325187,0.0234629070037045,NaN
153,4,216.012044529954,6,218.021236484987,1,218.037216484954,0.3,219.043052822002,0.28423557896167,220.057918998005,1,222.071339302987,4,0.0703415079624392,3.92965849203756,1,226.001560133998,0,6,266748.867325187,0.0234629070037045,NaN
154,4,226.012330761994,1,228.021838749002,4.5,228.036923712003,0.3,232.537902865966,0.229447029007133,233.558049187006,0,235.570448301965,2,0.0694503769627772,1.93054962303722,1,237.502140544006,0,6,266748.867325187,0.0234629070037045,NaN
155,4,237.510305073985,2,239.521727624,3,239.536785896984,0.3,242.543092623993,0.214349825982936,243.56258480798,0,245.570091372996,2,0.0690935929887928,1.93090640701121,1,247.501452263969,0,6,266748.867325187,0.0234629070037045,NaN
156,4,247.512453993957,10,249.52025540598,1.5,249.536673936003,0.28,251.041184832982,0.239200529002119,252.061247870966,9,254.070857002982,6,0.069860452960711,5.93013954703929,1,260.002185824967,0,15,266748.867325187,0.0234629070037045,NaN
157,4,260.013249748969,9,262.020205170964,2,262.036506901961,0.26,264.038758548966,0.214988725958392,265.053500798997,7,267.070447710983,2,0.0694526410079561,1.93054735899204,1,269.001679422974,0,22,266748.867325187,0.0234629070037045,NaN
158,4,269.012245680962,7,271.020373876963,3,271.036416821997,0.24,274.040786564001,0.275816045003012,275.063539924973,0,277.070835639955,2,0.0698399039683864,1.93016009603161,0,279.001730985998,0,22,266748.867325187,0.0234629070037045,NaN
159,4,279.012872214953,8,281.020105570962,2.5,281.036447975959,0.24,283.543751788966,0.287595755013172,284.563250197971,0,286.569567915983,6,0.0685729539836757,5.93142704601632,0,292.502155895985,0,22,266748.867325187,0.0234629070037045,NaN
160,4,292.513310755952,3,294.521119372977,2.5,294.536078814999,0.24,297.041225403955,0.203533776977565,298.061294451996,0,300.069826664985,2,0.0688288069795817,1.93117119302042,1,302.001263929007,0,22,266748.867325187,0.0234629070037045,NaN
161,4,302.012174403993,10,304.020342935983,1,304.036106694955,0.24,NaN,NaN,304.328273207997,0,308.044619127002,6,0.0436243129661307,5.95637568703387,0,314.001665293996,1,22,266748.867325187,0.0234629070037045,NaN
162,4,314.012230916996,6,316.019633320975,2,316.035912529973,0.24,318.042585721996,0.543734948965721,319.057234151987,0,321.07038640196,2,0.0693885899963789,1.93061141000362,0,323.001576545998,0,22,266748.867325187,0.0234629070037045,NaN
163,4,323.012645929994,4,325.02000628697,5,325.035857740964,0.26,330.04157971096,0.225044574995991,331.060734433995,0,333.069488356006,6,0.068490560981445,5.93150943901855,1,339.001373283972,0,22,266748.867325187,0.0234629070037045,NaN
164,4,339.011760628957,2,341.019955693977,5,341.035455392965,0.26,346.044234197994,0.291216913959943,347.054155299964,-3,349.069568827981,2,0.0685710560064763,1.93142894399352,0,351.002264412993,0,19,266748.867325187,0.0234629070037045,NaN
165,4,351.011887915956,7,353.01944101596,3.5,353.035142632958,0.28,356.542144574982,0.230059697001707,357.561150397989,3,359.569458151993,2,0.0684604700072668,1.93153952999273,1,361.502174484951,0,22,266748.867325187,0.0234629070037045,NaN
166,4,361.512206567975,1,363.520394496969,5,363.535172807984,0.28,368.540846646007,0.238839191035368,369.551846693968,0,371.56947306596,2,0.0684752319939435,1.93152476800606,1,373.502246794,0,22,266748.867325187,0.0234629070037045,NaN
167,4,373.51296682097,8,375.519729803957,5,375.535019720963,0.28,380.545611643989,0.267138581024483,381.559400497994,5,383.569483616971,4,0.068488749966491,3.93151125003351,1,387.501095169981,0,27,266748.867325187,0.0234629070037045,NaN
168,4,387.512107895978,5,389.519276781997,2,389.534948421991,0.28,391.54322526796,0.249085404968355,392.556242863997,0,394.56884192297,4,0.0678470970015042,3.9321529029985,1,398.502202901989,0,27,266748.867325187,0.0234629070037045,NaN
169,4,398.512786342006,3,400.520539349993,1.5,400.534834616003,0.28,402.043438986992,0.354073663009331,403.054574524984,-5,405.068765984965,2,0.0677678840002045,1.9322321159998,0,407.001498257974,0,22,266748.867325187,0.0234629070037045,NaN
170,4,407.010996163008,9,409.018063586962,1.5,409.034610071976,0.3,410.53507403296,0.272368435980752,411.554890376981,7,413.568153186003,2,0.0671551880077459,1.93284481199225,1,415.501292472996,0,29,266748.867325187,0.0234629070037045,NaN
171,4,415.511678984971,6,417.523593268008,4.5,417.534484878997,0.3,422.034699575976,0.214790629979689,423.051809534954,1,425.068435171968,6,0.0674394039670005,5.932560596033,1,431.00173222099,0,30,266748.867325187,0.0234629070037045,NaN
172,4,431.012680485961,4,433.018455101992,5,433.034253970953,0.28,438.035440629988,0.232374724000692,439.057511315972,0,441.068644605984,6,0.0676468369783834,5.93235316302162,1,447.001143882982,0,30,266748.867325187,0.0234629070037045,NaN
173,4,447.010764548962,5,449.017168102961,4.5,449.034174853005,0.26,453.540306172974,0.231004608038347,454.557641969004,0,456.567513577989,6,0.0665187690174207,5.93348123098258,1,462.501333339955,0,30,266748.867325187,0.0234629070037045,NaN
174,4,462.511914325994,3,464.519101245969,1,464.533804982959,0.24,465.540593881975,0.269277975021396,466.555853712955,-5,468.567410991003,2,0.0664128289790824,1.93358717102092,0,470.502122999984,0,25,266748.867325187,0.0234629070037045,NaN
175,4,470.51230988896,7,472.518356915971,4,472.533548223961,0.24,476.536843754991,0.20474378101062,477.553951122973,3,479.567865043005,6,0.0668672070023604,5.93313279299764,1,485.502207954996,0,28,266748.867325187,0.0234629070037045,NaN
176,4,485.513415922003,8,487.517890867952,2.5,487.533659091976,0.22,490.042912948993,0.296373518009204,491.053700777993,0,493.067504471983,4,0.0665094609721564,3.93349053902784,0,497.001473804004,0,28,266748.867325187,0.0234629070037045,NaN
177,4,497.012033576961,2,499.017778359994,3.5,499.033355908003,0.22,502.541982913972,0.219586170045659,503.556357928959,0,505.566733106971,4,0.0657381240162067,3.93426187598379,1,509.501595900976,0,28,266748.867325187,0.0234629070037045,NaN
178,4,509.512581368966,10,511.518795070995,3.5,511.533196118951,0.2,515.036638019956,0.2258666609996,516.057557254971,0,518.067002207972,6,0.0660041910014115,5.93399580899859,0,524.001808214001,0,28,266748.867325187,0.0234629070037045,NaN
179,4,524.011457208951,9,526.01804937399,3.5,526.03268407,0.22,529.536384965992,0.240597847034223,530.551829878008,0,532.566910331952,2,0.0659113529836759,1.93408864701632,0,534.502087604953,0,28,266748.867325187,0.0234629070037045,NaN
180,4,534.511672780965,1,536.517218769004,3.5,536.53288316098,0.24,540.033830515982,0.257703291019425,541.054526149994,-1,543.066220459004,2,0.065225457015913,1.93477454298409,0,545.001042114978,0,27,266748.867325187,0.0234629070037045,553.126265409985
